,Counter
photochemistry,17
educational technology,9
covalently bonded; amine reactions; stm; xps; ups,1
ir-97295,1
metis-311844,1
((1-phenylethyl)sulfonyl)benzene,1
mathematics - combinatorics,18
bezout,1
oval,1
absolutely irreducible,1
"11t06, 11t71",1
monomial hyperoval,1
query reformulation; topic creation; query logs,1
geriatric nursing,2
mental health,7
computer software,15
dementia,1
nursing,1
"fluid control; microchannels, microvalves",1
e-learning; courseware models; learning objects,1
mathematics::metric geometry,1
[sdv.bibs]life sciences [q-bio]/quantitative methods [q-bio.qm],2
"[ sdv.bbm.bs ] life sciences [q-bio]/biochemistry, molecular biology/biomolecules [q-bio.bm]",3
[ sdv.bibs ] life sciences [q-bio]/quantitative methods [q-bio.qm],2
"[sdv.bbm.bs]life sciences [q-bio]/biochemistry, molecular biology/biomolecules [q-bio.bm]",3
"16y60, 06a12",1
mathematics - rings and algebras,12
mathematics::general mathematics,2
computer science::formal languages and automata theory,3
mathematics::rings and algebras,5
yang-mills theory,1
optimization,2
hydroelectric power,2
branched cascade,2
philosophy,3
ht29-mtx-e12,1
gastric,1
adherent mucus,1
h. pylori strain 26695,1
transcriptomics,5
gastroenterology,9
basic study,1
tag location systems,1
antennas,1
systems and communications,11
mathematics::k-theory and homology,2
mathematics::group theory,3
mathematics::number theory,14
hypoxic-ischaemic encephalopathy,3
therapeutic hypothermia,1
electroencephalogram,1
geometry and topology,26
interval analysis,1
dual complexity space,1
right k-sequentially complete,1
ordered normed monoid,1
extended quasi-metric,1
kemiteknik,5
chemical engineering,7
[math.math-co] mathematics/combinatorics,2
[math.math-nt]mathematics [math]/number theory [math.nt],2
[math.math-co]mathematics [math]/combinatorics [math.co],2
[math.math-nt] mathematics/number theory,2
[phys.cond.cm-ms]physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],3
[ phys.cond.cm-ms ] physics [physics]/condensed matter [cond-mat]/materials science [cond-mat.mtrl-sci],2
liver,3
compensatory growth,2
dietary restriction,1
stm analysis,1
surface physics,1
poster presentation,3
computer science - information retrieval,12
11e81,1
16k20,1
staining,5
histopathology,1
nuclear staining,2
image analysis,3
epigenetics,10
hematoxylin staining,1
simulation and modeling,2
chromosome biology,7
breast tumors,1
anatomical pathology,1
chromatin,8
group-specific staining,2
specimen preparation and treatment,6
imaging techniques,3
protein interaction network,1
prediction method,1
linear motifs,1
web server,1
spi; business success; software process improvement; software process lifecycle,1
data_files,10
space science,33
biomimetic process,1
[sdv.sp]life sciences [q-bio]/pharmaceutical sciences,5
peptide,2
composite microparticle,1
[ sdv.sp ] life sciences [q-bio]/pharmaceutical sciences,4
amorphous calcium carbonate,2
pulmonary inhalation,2
"catena-[bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-(mu-4,4'-([1,1'-biphenyl]-4,4'-diyl)dipyridine)-di-zinc n,n-dimethylformamide solvate hydrate]",1
blogs; blogging; social networks;,1
telecommunications software and systems group,7
kinetic energy,1
arrow,1
broadhead,1
microelectronics,3
mathematics::category theory,1
ballistic,1
velocity,1
drag,1
bariatric surgery,1
complications,1
rc648-665,1
"endocrinology, diabetes and metabolism",5
diabetes mellitus,2
diseases of the endocrine glands. clinical endocrinology,1
diabetic retinopathy,1
microvascular complications,1
stem cells,6
retinoic acid,1
differentiation,6
keratocytes,1
amygdala,2
social behaviour,1
microbiome,7
autism,2
neurodevelopment,2
activity-dependent transcription,1
environment and public health,3
physics::accelerator physics,4
virulence,3
cyclic di-gmp,1
corrigenda,1
xanthomonas campestris,1
oxidised swnts,1
mirna-221,1
atf6,1
computer science - multimedia,4
computer science::performance,5
hardware_general,3
computer science::networking and internet architecture,16
nrf2,1
r5-920,7
norgestrel,1
ros,1
medicine (general),7
retinitis pigmentosa,3
computer science - neural and evolutionary computing,8
qd1-999,9
surface-tension,1
viscosity,1
polymorphs,2
crystallization,5
thermodynamics,7
annan kemi,3
other chemistry topics,3
mixtures,1
p-aminobenzoic acid,1
nephrology,7
60j85,1
math_ag] mathématiques/géométrie algébrique [[math],1
exceptional polynomials,1
[math.math-ag] mathematics/algebraic geometry,1
apn functions,1
[ math.math-ag ] mathematics [math]/algebraic geometry [math.ag],1
"14g50, 14q10, 11t71",1
[math.math-ag]mathematics [math]/algebraic geometry [math.ag],1
math_ag] mathematics/algebraic geometry [[math],1
boolean functions,2
data visualisation,1
log-data analysis,1
web-based interventions,1
info_tt] informatique/traitement du texte et du document [[info],5
[info.info-tt] computer science/document and text processing,4
info_tt] computer science/document and text processing [[info],5
computer networks,8
social networks;,1
prior-art; patent; prior-art patent searching,1
computingmilieux_legalaspectsofcomputing,4
astrophysics - earth and planetary astrophysics,8
major intrinsic protein,1
cell expansion,1
transpiration stream,1
barley (hordeum vulgare l.),1
leaf growth,1
plant science,15
research papers,6
casparian bands,1
ddc:330,9
samuelson model,1
stochastic,1
control,2
state feedback,1
stability,5
difference equations,2
*none of these*,3
science (general),4
q1-390,4
energy   ,1
stomatognathic diseases,6
environmental monitoring; water quality; sensors,1
nonplanar nickel porphyrins,1
disease,1
protein glycosylation,2
intracellular trafficking,1
catalysis,23
membrane traffic,1
golgi complex,1
computer science - programming languages,3
statistics::theory,2
"39a06, 39a11, 39a50, 39a60, 60g10, 62m10, 62p20",1
qa75,5
mathematics - algebraic topology,1
mathematics::algebraic topology,1
"19g99, 20g10",1
mathematics - k-theory and homology,2
gene delivery,1
highly branched polymer,1
poly(?-amino ester),1
rdeb,1
sciadv r-articles,3
non-viral vector,1
poly(β-amino ester),1
escherichia coli,6
clinical research design,2
infectious disease epidemiology,3
zoonoses,2
environmental health,1
veterinary microbiology,5
public health,2
model-based discriminant analysis,1
discriminant analysis,1
headlong search,1
normal mixture models,1
food authenticity studies,1
updating classification rules,1
ha statistics,1
ha,2
food law and legislation,1
semi-supervised learning,1
variable selection,2
food--labeling,1
ta1501-1820,3
applied optics. photonics,3
electrical engineering and systems science - image and video processing,7
bi-clustering,1
[math.math-st]mathematics [math]/statistics [math.st],4
model selection,1
bipartite network,1
[ math.math-st ] mathematics [math]/statistics [math.st],2
network clustering,1
integrated complete likelihood,1
blockmodel,1
report,5
diffeomorphism group of the circle,1
mechanics of materials,26
[ math.math-mp ] mathematics [math]/mathematical physics [math-ph],4
dynamical systems,3
[math.math-mp]mathematics [math]/mathematical physics [math-ph],5
"37k65, 37k10, 37k40, 35q53 [msc]",1
control and optimization,3
euler equation,1
integrable systems,3
"msc : 37k65, 37k10, 37k40, 35q53",1
microbiology/microbial evolution and genomics,8
evolutionary biology/microbial evolution and genomics,3
c400,1
c500,1
genetics and genomics/microbial evolution and genomics,7
microbiota,13
gut health,1
faecal microbiota transplantation,1
antimicrobial,5
microbial modulation,1
1-methoxy-2-((1-(2-methoxyphenyl)ethyl)sulfonyl)benzene,1
hysteresis,1
biología,1
"genomes, genomics",1
"cell signalling, proliferation & differentiation",1
arabidopsis thaliana;ubiquitin ligase; botrytis cinerea;sclerotinia sclerotiorum;acide salicylique;acide jasmonique;réactions de défense,1
immune responses,1
chemical inductions,1
prophage,1
temperate phages,1
lysogeny,1
flow cytometry,5
sensecam; storytelling; digital narrative; media selection; narrative presentation; card-sorting; montage;,1
actin,2
cytoskeleton,4
focal adhesions,1
fluorescence imaging,2
high content screening and analysis,1
live cell imaging,1
"informationsystems_informationinterfacesandpresentation(e.g.,hci)",8
almost perfect nonlinear,1
fourier spectrum,2
ccz equivalence,1
bent function,4
apn,1
nf-κb,2
nf-?b,2
viability,1
prostate cancer,5
docetaxel,1
prostate,1
computer science::computation and language (computational linguistics and natural language and speech processing),1
computer science::cryptography and security,4
computer science - cryptography and security,7
methodology article,8
33,4
dna double-strand break repair,3
15,2
53bp1,2
129,3
brca1,1
non-homologous end joining,1
homologous recombination r,1
197,3
p53,1
mini review,8
tp248.13-248.65,20
ferric reductase,1
fe-s cluster,1
ferric,1
ferrous,1
siderophore,2
"(r*,s*)-1-methoxy-2-((1-(2-methoxyphenyl)ethyl)sulfinyl)benzene",1
microarray,5
co-inertia analysis,1
lapatinib response,1
leptospirosis,1
veterinary diseases,2
rat,2
proteome,4
bacterial diseases,8
veterinary bacteriology,1
protein abundance,2
zoonotic diseases,1
irish language,1
language parsing,1
high energy physics - experiment,1
ddc:530,7
life sciences,4
condensed matter::other,11
530,7
"catena-[bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-(mu-4,4'-([1,1'-biphenyl]-4,4'-diyl)dipyridine)-di-zinc n,n-dimethylformamide solvate]",3
"12f12, 11s31, 12f10, 11r32",1
ventral midbrain,1
floor plate,1
dopaminergic neurons,1
neurogenesis,4
specification,1
feedback,1
dynamics,4
pathway,1
biochemical reaction network,1
block-diagram,1
colloid and surface chemistry,7
microfluidics; sensors; actuators,2
dielectric thin films; electric breakdown; electrical conductivity; magnesium compounds;,1
ph mearuements; environment,1
4-(4-(pyridin-4-yl)phenyl)pyridine dihydrate,1
protein translation,2
molecular biology assays and analysis techniques,4
gene expression and vector techniques,3
translation initiation,2
cell cycle proteins,1
algae,2
plants,1
hek293 cells,1
sequence databases,3
biological databases,4
protein biosynthesis,1
hyperexpression techniques,1
"codon, initiator",1
fungal biology,14
comparative genomics,25
genome sequencing,20
aspergillus,16
"35r30, 86a22",1
transcriptional regulatory elements,2
field,3
polynomial,2
cyclic extension,2
galois group,2
hyperplane,2
endomorphism annihilating a subspace,1
galois extension,2
brain computer processing; eeg; eye tracking,1
behavioral disciplines and activities,4
mathematics - complex variables,16
"32v40, 32v35",1
complex variables,5
mathematics - numerical analysis,9
membrane proteins,3
nrps,2
fungal proteomics,2
oxidative stress,2
quantitative biology::subcellular processes,3
quantitative biology::biomolecules,3
biological systems and multicellular dynamics,1
synthetic biology,1
biodiscovery,1
vector,1
heterologous expression,1
chassis,1
biocatalysis,1
marine,2
computer science - digital libraries,2
fiber gratings,1
fiber optics,1
19 optical fiber sensors.,1
optical fiber device,1
evolution,7
qh359-425,4
polyploidy,3
epigenetic,1
full papers,2
parent-of-origin effect,1
triploid,3
computer science - numerical analysis,4
computer science - mathematical software,5
quantitative biology - neurons and cognition,5
[info.info-ai] computer science/artificial intelligence,1
tools,3
constraint programming,6
multiplex pcr,1
gastroenteritis,1
multiparametric detection,1
integrated platforms,1
mir-497,1
tumor suppressor,2
cisplatin,2
wee1,1
visualization,17
hybrid plasmonic biosensor,1
refractive index.,1
standardised testing,1
framework,1
internet of things,2
modelling,2
transliteration; english; hindi;,1
health,12
pattern discovery algorithm; ontology change representation; ontology evolution; change log graph,1
connections,1
dielectric function,1
[ shs.langue ] humanities and social sciences/linguistics,2
[shs.langue]humanities and social sciences/linguistics,2
[ info.info-cl ] computer science [cs]/computation and language [cs.cl],3
[info.info-cl]computer science [cs]/computation and language [cs.cl],4
"11t71, 14g50",1
pressure sensors,3
2-dimensional,1
two-dimensional,1
strain sensors,1
gauge factors,1
letter,6
platinum diselenide,1
lifelogging; sensecam; context and content information; storytelling; narrative; reflection; sharing,1
system combination; confusion network; indirect hmm alignment; backbone chosen,1
