,Counter
49m37,1
90c55,1
\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$${\mathcal {q}}$$\end{document} q -stationarity,1
\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$${\mathcal {q}}$$\end{document}q-stationarity,1
immunoglobulin domain,1
peroxidasin,1
von willebrand factor c,1
peroxidase,3
catalysis and small molecule activation,1
leucin-rich repeat domain,1
proteomics,37
bioinformatics,14
melanoma,4
drug resistance,2
minireviews,5
[sdv.bid.evo]life sciences [q-bio]/biodiversity/populations and evolution [q-bio.pe],9
general psychology,75
quantity,1
exchange task,1
impulse control,1
[sde] environmental sciences,4
corvus corone corone,1
[sde]environmental sciences,8
[sdv.bid.evo] life sciences/biodiversity/populations and evolution,4
carrion crows,1
[info.info-lo]computer science [cs]/logic in computer science [cs.lo],17
[info.info-ai]computer science [cs]/artificial intelligence [cs.ai],11
grazing-incidence x-ray diffraction,3
specular scan,1
mathematical crystallography,1
indexing,1
"35j05, 65n12, 65n15, 65n30",1
"2,2,2-trifluoro-1-[2-(4-nitrobenzene-1-carbonyl)-3-phenylcyclopropyl]ethan-1-one",1
immunomodulation,8
cll,5
fludarabine,2
nematode,3
systemic effects,1
syncytia,1
heterodera schachtii,9
metabolic profiling,2
euro‐cordex,1
precipitation,4
euro?cordex,1
undercatch correction,1
observation uncertainties,1
climate models,1
extremes,1
high resolution,4
physics - chemical physics,72
physics - computational physics,76
astro-ph,3
cdc25a,2
nfib,1
ageing,36
cdk2,1
mir-21,1
p21,3
cellular senescence,4
hyperoncogenic signal,1
microrna,16
materials science(all),63
nickel,5
orientation dependency,1
high pressure torsion (hpt),1
severe plastic deformation (spd),3
plastic anisotropy,1
"contemporary history, habsburg monarchy, czechoslovakia, yugoslavia, world war ii, ns-foreign policy",1
"zeitgeschichte, habsburgermonarchie, tschechoslowakei, jugoslawien, 2. weltkrieg, ns-außenpolitik",1
mathematics - number theory,305
11f75,1
pascal's triangle modulo primes,1
random matrix products,1
recurrence sequences,1
asymptotic frequency,2
discrete mathematics and combinatorics,134
automatic sequences,2
loop reconstruction,1
molecular dynamics simulation,7
"adcc, antibody dependent cell-mediated cytotoxicity",2
"mab, monoclonal antibody",1
"dsc, differential scanning calorimetry",5
"fab, antigen binding fragment",1
"cdc, complement dependent cytotoxicity",2
"fcγri, fcγ-receptor i (also termed cd64)",1
"dssp algorithm, define secondary structure of proteins algorithm",1
therapeutic antibody fragment,1
fcab,5
protein engineering,4
"ach2, antibody recognizing the intact fold of the ch2-domain of human igg1",1
"facs, fluorescence activated cell sorting",1
"igg1, immunoglobulin g class 1",3
"scfv, single-chain variable fragment",1
"md, molecular dynamics",3
yeast surface display,4
"fc-wt, recombinant wild-type human igg1-fc",1
"igg1-fc, crystallizable fragment of immunoglobulin g class 1",1
history and philosophy of science,14
conjugative plasmid transfer,2
gram-positive,3
pip501,3
nephrology,13
apical membrane domain,1
renal cortex,1
detergent extraction,1
injury,2
"na,k-atpase",1
cellular repair,1
physics - fluid dynamics,45
nonlinear sciences::pattern formation and solitons,42
physics - geophysics,13
nonlinear sciences::exactly solvable and integrable systems,86
heat hypersensitivity,1
rb1-214,8
proinflammatory cytokines,2
pathology,9
transsignaling,1
inflammatory pain,1
tissues,8
musculoskeletal system,44
polarity of the actin filament,1
actin filament,1
electron tomography,2
image analysis,4
quantitative biology::tissues and organs,3
aerospace engineering,14
"öfos, humanities, other philological and cultural sciences, byzantine studies",6
"öfos, humanities, historical sciences, palaeography, codicology",1
"dioptra, kirchenslavische übersetzung, kritische edition, überlieferungsgeschichte;dioptra, slavonic translation, critical edition, transmission",1
"öfos, humanities, linguistics and literature, slavonic studies",2
"bic standard subject qualifiers, languages, indo-european languages, slavic (slavonic) languages, church slavic",1
"öfos, humanities, historical sciences, source studies, source edition",10
"bic standard subject categories, language, linguistics, palaeography (history of writing)",4
catena-(tetrakis(mu3-methacrylato)-bis(mu3-oxo)-hexakis(mu2-methacrylato)-bis(mu2-methacrylato)-bis(mu2-oxo)-bis(methacrylato)-di-strontium-tetra-titanium),1
jel:i20,4
jel:q48,2
jel:i18,9
jel:q53,2
"fetal origins, parental response, chernobyl, radiation, health, culling, human capital, fertility, labor supply",2
ornithine,1
virulence,8
amca,1
iron,22
aspergillus fumigatus,13
qr1-502,54
siderophores,5
microbiology (medical),94
discrete symmetries,1
control and systems engineering,24
physics - atmospheric and oceanic physics,19
lorenz model,1
ocean engineering,5
barotropic vorticity equation,1
point symmetries,1
lie symmetries,4
electrical and electronic engineering,121
induced symmetries,1
immunologic tests,1
component resolved diagnosis,1
pru p 3,1
brief communication,11
brief communications,4
"musculoskeletal, neural, and ocular physiology",11
food allergy,7
lipid transfer protein,2
tris(mu-oxo)-undecakis(mu-2-methylprop-2-enoato)-bis(propan-2-olato)-tetra-titanium-cerium,1
"öfos, humanities, historical sciences, austrian history",15
"bic standard subject qualifiers, time periods, modern period, c 1500 onwards, 21st century, c 2000 to c 2010",1
"bic standard subject categories, society & social sciences, politics & government, political ideologies, fascism & nazism",2
"bic standard subject categories, humanities, history, regional & national history",3
"bic standard subject categories, society & social sciences, politics & government, political ideologies, conservatism & right-of-centre democratic ideologies",1
"öfos, social sciences, other and interdisciplinary social sciences, gender studies (soical sciences)",1
"bic standard subject categories, society & social sciences, politics & government, political ideologies, nationalism",1
"bic standard subject qualifiers, geographical, europe, central europe, austria",13
"bic standard subject categories, society & social sciences, society & culture: general, cultural studies, history of ideas",1
"burschenschaft, studentenverbindung, männerbund, deutschnationalismus, nationalismus, rechtsextremismus, konservatismus, südtirol, hochschulpolitik, vdu (verband der unabhängigen), fpö (freiheitliche partei österreichs);student fraternity, male society, pan-germanism, nationalism, right-wing extremism, far right, conservatism, south tyrol, vdu (federation of independents), fpö (austrian freedom party)",1
"bic standard subject qualifiers, time periods, modern period, c 1500 onwards, 20th century, c 1945 to c 2000 (post-war period)",1
"öfos, humanities, historical sciences, contemporary history",12
"bic standard subject categories, society & social sciences, society & culture: general, social groups, social groups: clubs & societies",2
"bic standard subject categories, society & social sciences, society & culture: general, social groups, gender studies, gender groups, gender studies: men",1
"öfos, social sciences, political science, critique of ideology",1
"bic standard subject categories, society & social sciences, politics & government, political activism",1
"bic standard subject categories, humanities, history, history: earliest times to present day, 20th century history: c 1900 to c 2000, postwar 20th century history, from c 1945 to c 2000",4
"bic standard subject categories, society & social sciences, politics & government, political parties",1
"37b45, 37e05, 54h20",3
mathematics::dynamical systems,20
nonlinear sciences::chaotic dynamics,14
mathematics - dynamical systems,108
frames,1
[spi.signal]engineering sciences [physics]/signal and image processing,14
qd1-999,79
mel scale,1
bark scale,1
[ spi.signal ] engineering sciences [physics]/signal and image processing,8
filter bank,1
analysis–synthesis,1
audio signal processing,3
gammatone,1
hearing,1
equivalent rectangular bandwidth (erb),1
time-frequency transform,1
biological sciences,23
new targets in glioma,1
cell differentiation,10
purinoceptors,1
"snd, striatonigral degeneration",2
neuroscience(all),42
"mbp, myelin basic protein",1
olivopontocerebellar atrophy,2
"tg, transgenic",2
neurodegeneration,25
"msa-p, parkinsonian variant of msa",2
multiple system atrophy,14
alpha-synuclein,6
"umsars, unified msa rating scale",2
"α-syn, alpha-synuclein",2
nervous system diseases,44
"wt, wild type",5
"msa-c, cerebellar variant of msa",2
"cnp, 2′,3′-cyclic-nucleotide 3′-phosphodiesterase",1
"sn, substantia nigra",1
"msa, multiple system atrophy",2
"plp, proteolipid protein",1
striatonigral degeneration,2
"opca, olivopontocerebellar atrophy",2
"gci, (oligodendro-)glial cytoplasmic inclusions",2
exel–laca algebra,1
graph c∗-algebra,1
k-theory,1
toeplitz algebra,1
mathematics::operator algebras,29
"surfaces, coatings and films",122
surfaces and interfaces,41
"(8-bromo-6-((1-(pyridin-2-yl)ethylidene)hydrazono)-6,11-dihydro-5h-indolo[3,2-c]quinoline)(chloro)(eta^6^-1-isopropyl-4-methylbenzene)-osmium chloride hydrate",1
"58b20, 58d15, 58e12",4
mesh: animals,7
separase [mesh],1
mitosis [mesh],1
"biological phenomena, cell phenomena, and immunity",29
mesh: gene expression regulation,1
"genes, myc [mesh]",1
[sdv.bc]life sciences [q-bio]/cellular biology,6
mesh: cell cycle,2
mesh: mitosis,1
dna-binding proteins [mesh],1
mesh: interphase,1
mesh: prophase,1
dna [mesh],1
[ sdv.bc ] life sciences [q-bio]/cellular biology,3
cell cycle proteins [mesh],1
gene expression regulation [mesh],1
mesh: embryonic development,1
prophase [mesh],1
proteins [mesh],1
interphase [mesh],1
"mesh: genes, myc",1
mesh: chromosome segregation,1
chromosomes,4
"chromosomes, mammalian [mesh]",1
mesh: dna-binding proteins,1
cell cycle [mesh],1
mesh: proteins,1
mesh: endopeptidases,1
"mesh: chromosomes, mammalian",1
mesh: chromatin,1
endopeptidases [mesh],1
"chromosomal proteins, non-histone [mesh]",1
mesh: mice,6
chromosome segregation [mesh],1
animals [mesh],4
chromosome segregation,4
mesh: chromatids,1
embryonic development [mesh],1
chromatids [mesh],1
chromatin [mesh],1
mesh: separase,1
mesh: cell cycle proteins,1
mice [mesh],3
mesh: dna,1
"mesh: chromosomal proteins, non-histone",1
graphs,2
visual arts and performing arts,5
music,9
music recommendation,1
curse of dimensionality,2
computingmethodologies_patternrecognition,21
hubness,2
informationsystems_informationstorageandretrieval,1
f.4.1,23
f.3.1,4
global and planetary change,28
physics and astronomy(all),39
fem,2
interfacial coherency stress,1
computer science(all),46
tin/aln films,1
mathematics::metric geometry,48
11d61,2
astrophysics::high energy astrophysical phenomena,159
"web sites, hypermedia markup languages, online front-ends, security of data",1
clinical science,5
interpenetrating polymer networks,1
bacterial cellulose,1
supercritical carbon dioxide,1
cellulose composite materials,1
cellulosic aerogels,1
[chim]chemical sciences,14
reinforcement,1
"technology, industry, and agriculture",33
[ chim ] chemical sciences,7
soluble axl,2
humanities,72
fibrosis,6
biomarker,16
cirrhosis,3
biological psychiatry,39
remission and relapse,1
animal model of anxiety and depression,1
ieg mapping,1
neurogenesis,9
antidepressants,1
psychiatry and mental health,66
department of economics,3
eligibility criteria,2
330 economics,5
disability insurance,2
economics and econometrics,95
labor supply,3
policy reform,3
finance,55
multinomial sum,1
hayman asymptotics,1
05a16 (primary) 05a15 05e99 16w22 20m20 (secondary),1
equations in semigroups,1
asymptotics of solution numbers,1
wreath products,1
"35k55, 35q30, 35a01, 35b40, 76d05",1
[math]mathematics [math],16
[ math ] mathematics [math],8
quantitative finance - pricing of securities,27
"primary: 60g44, 91g20, 91b24, secondary: 60g42",1
quantitative finance - mathematical finance,17
us-reorientation / us-military government austria / reeducation / americanization / democratization / denazification / cold war / austria / university / vienna,1
us-reorientierung / amerika / usa / besatzungszeit / demokratisierung / amerikanisierung / entnazifizierung / kalter krieg / österreich / universität / wissenschaft / wien,1
scanning electrochemical microscopy,2
membrane transport,3
weak acids,1
planar bilayers,1
embryonic stem cells,12
rna methylation,11
mouse brain,12
merip,10
space science,63
m6a,10
m5c,10
rna binding proteins,10
temporal lobe epilepsy,6
tonic inhibition,1
neurosciences. biological psychiatry. neuropsychiatry,28
rc321-571,28
subiculum,2
entorhinal cortex,4
neuroscience (miscellaneous),9
gabaa-receptor,1
epileptogenesis,4
