,Counter
schedule-induced polydipsia,2
psychiatry and mental health,47
urologic and male genital diseases,19
reticle endoplasmàtic,1
cancer cells,4
càncer de mama,12
proteïnes,20
cèl·lules canceroses,4
apoptosi,7
endoplasmic reticulum,6
scfcoi1,1
defence,1
coronatine,1
jasmonates,1
qk1-989,3
geminivirus,1
plant virus,7
c2,1
information systems,28
mental-health,1
social discrimination,1
social stigma,1
protein families,5
human protein evolution,5
gene coexpression,7
human gene evolution,5
tissue transcriptomics,5
transcriptomics,21
gene house-keeping,5
gene tissue-enriched,5
nonlinear sciences - adaptation and self-organizing systems,17
metabolomic analysis,1
endometrial cancer,4
dce-mri,1
blood flow,2
estadística,10
penalized estimation,1
portfolio selection,1
high-dimensionality,1
gaussian graphical models,2
root of a matrix,1
inverse covariance matrix,1
infrared: galaxies,10
galaxies: seyfert,2
galaxies: nuclei,3
data article,9
"pbs, phosphate-buffered saline",1
western-blot,1
"mefs, mouse embryonic fibroblasts",1
computer applications to medicine. medical informatics,15
"tbst, tris-buffered saline with tween 20",1
"ebss, earle׳s balanced salt solution",1
"sb, sample buffer",1
"ebss, earle?s balanced salt solution",1
"lc3, microtubule-associated protein 1 light chain 3",1
[sdv.bc]life sciences [q-bio]/cellular biology,2
"gapdh, glyceraldehyde 3-phosphate dehydrogenase",1
embryonic structures,34
[ sdv.bc ] life sciences [q-bio]/cellular biology,2
lc3,2
r858-859.7,15
autophagy,17
p62,1
"[ sdv.bbm ] life sciences [q-bio]/biochemistry, molecular biology",2
"qpcr, quantitative pcr",1
"sds, sodium dodecyl sulfate",1
"[sdv.bbm]life sciences [q-bio]/biochemistry, molecular biology",4
"baf. a1, bafilomycin a1",1
"fbs, fetal bovine serum",1
"hfs, human fibroblasts",1
molecular diagnostics,6
metastasis,13
mirnas,6
:ciencias de la salud::histología [materias investigacion],1
integrin α5,1
integrin ?5,1
tmprss4,1
artritis reumatoide,13
malalties cardiovasculars,6
rheumatoid arthritis,26
crystal system,57
crystallography,59
space group,57
"catena-[tris(mu-1,4-bis(1h-tetrazol-1-ylmethyl)benzene)-iron(ii) bis(tetrafluoroborate) ethene]",1
crystal structure,61
experimental 3d coordinates,57
cell parameters,57
biological sciences,7
mathematics::dynamical systems,6
nonlinear sciences::chaotic dynamics,3
"37e40, 37j45, 37b40, 53c44",1
risk assessment,2
cost-effectiveness,1
agronomy and crop science,15
water science and technology,11
[info.info-cv]computer science [cs]/computer vision and pattern recognition [cs.cv],5
[info.info-db] computer science/databases,1
[info.info-db]computer science [cs]/databases [cs.db],2
[info.info-cv] computer science/computer vision and pattern recognition,2
info_db] informatique/base de données [[info],2
info_cv] computer science/computer vision and pattern recognition [[info],2
info_pf] informatique/performance et fiabilité [[info],2
info_cv] informatique/vision par ordinateur et reconnaissance de formes [[info],2
info_pf] computer science/performance [[info],2
[info.info-pf]computer science [cs]/performance [cs.pf],2
info_db] computer science/databases [[info],2
[ info ] computer science [cs],10
[info.info-pf] computer science/performance,1
antagonistic pleiotropy,2
sexual conflict,2
survival,11
sexual trait,2
carotenoid,3
genetic correlation,2
good genes,2
animal model,5
signaling cascades,10
molecular cell biology,36
embriologia,1
gens,5
formació de patrons (física),1
regulatory networks,2
embryology,6
pattern formation,8
pattern formation (physical sciences),1
genes,7
cell interaction,1
mechanisms of signal transduction,3
interacció cel·lular,1
theoretical biology,1
cell signaling,21
network analysis,14
interdisciplinary physics,2
expression pattern,5
gene signature,5
expression profiling,5
disease stage,5
disease progression,6
disease subtype,5
data integration,5
pattern recognition,7
statistics - applications,9
mathematics - statistics theory,18
ciencias biológicas,13
otras ciencias biológicas,11
fish,4
muscle,4
lipopolysaccharide,2
proteome,4
value at risk,1
directional approach,1
quantitative finance - risk management,1
multivariate risks,1
software,39
hardware and architecture,11
trust,4
sagesse de la foule,1
"jel: d - microeconomics/d.d8 - information, knowledge, and uncertainty/d.d8.d83 - search • learning • information and knowledge • communication • belief • unawareness",2
"jel: d - microeconomics/d.d8 - information, knowledge, and uncertainty/d.d8.d85 - network formation and analysis: theory",1
jel: z - other special topics/z.z1 - cultural economics • economic sociology • economic anthropology/z.z1.z13 - economic sociology • economic anthropology • social and economic stratification,1
social networks,7
leadershpip d'opinion,1
"d - microeconomics/d.d8 - information, knowledge, and uncertainty/d.d8.d83 - search • learning • information and knowledge • communication • belief • unawareness [jel]",2
opinion leadership,2
consensus,4
z - other special topics/z.z1 - cultural economics • economic sociology • economic anthropology/z.z1.z13 - economic sociology • economic anthropology • social and economic stratification [jel],1
réseau social,1
wisdom of crowds,2
theory [jel],1
manipulation,2
confiance,1
"surfaces, coatings and films",20
general energy,20
lipids,25
hormones,18
exercise,11
alcohol consumption,9
nutritional and metabolic diseases,20
sleep,3
sports science,4
physical fitness,4
resistin,1
cholesterol,10
diet,34
biomarkers,30
physical activity,17
nutrition,39
peptide hormones,4
sports and exercise medicine,2
physiological processes,21
maturation profile,1
lymphoma,4
blastic plasmacytoid dendritic cell neoplasm,2
limfomes -- classificació,1
minería,1
geología,1
[phys.hphe]physics [physics]/high energy physics - phenomenology [hep-ph],7
transport laws,1
[ phys.hphe ] physics [physics]/high energy physics - phenomenology [hep-ph],3
quantum electrodynamics,1
conformal anomaly,1
epidemiology,53
infection,4
aids,11
candidiasis,1
haart,2
pediatric,2
multi-islands,1
formal methods,4
labeled transition systems,1
genetic algorithms,3
luciferase reporter,1
muscle and sarcopenia,1
gene association study,1
centenarians,2
synthesis,1
photochromism,1
metals and alloys,9
azo dyes,3
ceramics and composites,9
push-pull heterocyclic systems,1
:ciências químicas [ciências naturais],2
science & technology,9
heterocycles,3
liquid-crystalline materials,1
materials chemistry,25
molecular switches,1
lipogenesis,3
physiology (medical),25
qp1-981,8
thermogenesis,2
adipogenesis,4
bat,1
brite adipocytes,1
deiodinases,1
?browning?,1
lipolysis,2
“browning”,1
particle physics - lattice,7
anthocyanins,2
plasticity,6
intra- and inter-population variation,1
carbohydrates (lipids),10
flower color,1
flavones,2
caryophyllaceae,2
coastal dune ecosystem,1
robótica e informática industrial,9
applications notes,3
systems biology,13
computational theory and mathematics,35
computational mathematics,34
computingmethodologies_patternrecognition,13
b,5
greek historiography,1
thucydides,1
philosophy. psychology. religion,5
style. composition. rhetoric,5
medieval history,5
methodology.,2
d111-203,5
methodology,7
p301-301.5,5
mathematics - algebraic topology,7
"19d50, 19k56",1
mathematics - operator algebras,5
computingmethodologies_documentandtextprocessing,12
mathematics - k-theory and homology,5
de novo genome assembly,1
drosophila guanche,1
centromere evolution,1
adaptation,10
drosòfila,5
endemic species,1
glutathione transferase,1
drug adduct,1
aldose reductase,1
allergy,2
rm1-950,8
therapeutics. pharmacology,8
perspective,12
detoxification,1
drug hypersensitivity,1
pharmacology (medical),57
physics and astronomy(all),11
positrons,1
integral,1
intergalactic medium,2
active galactic nuclei,2
511 kev line,1
cosmic radio background,1
motor neurons,2
trophic factors,1
gdnf,1
gfrα1,1
neuroscience (miscellaneous),56
addiction-related disorders,1
brain connectivity,2
urogenital system,24
gfr?1,1
three-component regulatory system,1
gassericin,1
bacteriocin,1
cmos analog integrated circuits,1
portable lock-in amplifiers,1
low-voltage low power,1
gas sensing,1
physics - chemical physics,16
physics::geophysics,3
physics::atmospheric and oceanic physics,5
cosmic microwave background,1
systematic errors,1
polarization,3
astronomy,1
mitochondrial diseases,1
doenças genéticas,1
ngs,7
[ info.info-ni ] computer science [cs]/networking and internet architecture [cs.ni],8
intrahost evolution,1
pediatric patients,1
illumina infinium humanhap 1 m array,1
auc-roc,1
determination coefficient,1
progression,6
prognosis,24
illumina infinium humanhap 1 m array,1
bayesian lasso,1
heritability,3
recurrence,3
illumina infinium humanhap 1?m array,1
predictive ability,1
bayesian regression,1
genome-wide common snp,1
multimarker models,1
bayesian statistical learning method,1
bladder cancer outcome,1
standard model,4
higgs boson,2
inflation,6
huvecs,1
endothelial progenitor cells,2
angiogenesis,8
endothelial microparticles,1
tnfalpha,1
cholinergic neurons,1
diagonal band of broca,1
mouse,10
qm1-695,11
human anatomy,11
neurosciences. biological psychiatry. neuropsychiatry,58
rc321-571,58
optogenetic stimulation,1
somatosensory evoked potential,1
basal magnocellular nucleus,1
immunogold,1
epoxy resin,1
pre-embedding,1
biotin-dutp,1
electron microscopy,9
protocols,1
brain,20
tem,1
snps,11
monitoring,9
non-invasive,2
genome-wide,1
strs,1
science policy,89
genetic management,1
biodiversity,16
animal behavior,8
parrots,1
urban habitats,1
seed dispersal,2
threatened species,2
ecological functions,1
poaching,1
conservation biology,6
physics - atmospheric and oceanic physics,4
endocrine system,34
reproductive and urinary physiology,7
tumors,13
sistema nerviós -- degeneració,1
bioenginyeria,2
càncer,15
:enginyeria química::biotecnologia [àrees temàtiques de la upc],1
cèl·lules epitelials,4
nmr-spectroscopy,2
biophysics and structural biology,3
alternative splicing,7
ocre domain,1
protein-protein interactions,2
ddc:,1
poly-proline,1
human,11
ghomas,1
pituitary adenomas,1
hypothalamic releasing factors,1
somatotropinomas,1
non-functioning pituitary adenomas,1
calcium imaging,1
jel:c78,5
"investments, hold-up, multilateral bargaining, skills, externalities",1
computingmilieux_thecomputingprofession,4
321,1
307,1
research articles,25
digestive system diseases,26
quantitative biology - other quantitative biology,1
time series,2
mathematics::spectral theory,7
modelling and simulation,49
quantum physics,122
magnetic resonance imaging (mri),2
genetic structures,48
myocardial infarction,13
st?segment elevation myocardial infarction,1
intramyocardial hemorrhage,1
acute coronary syndromes,1
percutaneous coronary intervention,2
st‐segment elevation myocardial infarction,1
coronary heart disease,7
cardiac magnetic resonance,2
acute myocardial infarction,3
animal infection models,2
acinetobacter baumannii,8
iron uptake,2
nuclear theory,38
microeconomics,5
jel:d03,4
jel:g11,8
d03,1
g11,4
jel:d91,2
"portfolio choice,",1
"consumption, savings, portfolio choice,, risk,, hyperbolic discounting",1
g12,2
"risk,",1
financial economics,2
savings,1
hyperbolic discounting,1
d91,1
mathematics::classical analysis and odes,28
mathematics - classical analysis and odes,92
developing countries,1
països en vies de desenvolupament,1
autòpsia,4
epidemiologia,6
autopsy,9
mortalitat,4
biological psychiatry,14
anàlisi de sèries temporals,1
self-paced movement,1
joints,1
receptors neurals,1
kinematics,2
motor related brain potentials,1
3-d movement analyser,1
articulacions,1
neuropsychology and physiological psychology,23
motor activity,1
behavioral neuroscience,25
cinemàtica,1
neural receptor,1
estimation,1
bias correction,1
economía,19
history and philosophy of science,2
panel data,1
fractional time series,1
testing,2
bcr/abl,1
hemic and lymphatic diseases,41
genome edition,1
crispr/cas9,1
p,6
da1-995,1
gayness,1
abjection,1
history of great britain,1
language and literature,5
irishness,1
“chora”.,1
interstitiality,1
galaxies: structure,3
galaxies: high-redshift,7
density functional calculations,2
supramolecular assembly,1
computational spectroscopy,1
surfaces,1
molecular wires,1
mmx chains,1
docking experiments,1
homology modeling,1
endolysosomal degradation,1
cathepsin s,2
ole e 1-like proteins,1
t cell epitope,1
psychology,110
word length,1
developmental dyslexia,1
copying,1
writing durations,1
bf1-990,51
word frequency,2
p-o consistency,1
spelling to dictation,1
catecholamines,1
amines,1
neurochemistry,10
rodents,7
chemical compounds,25
neurotransmitters,4
neostriatum,3
mass media,1
neurochemicals,9
dopaminergics,1
parenting behavior,1
magazines,1
rats,2
behavior,27
organic compounds,17
dopamine,9
zoology,34
biohybrids,1
bionanocomposites,1
biointerfaces,1
nanoscience,5
zein,1
montmorillonite,2
full research paper,5
nanotechnology,8
general materials science,84
mathematics - analysis of pdes,47
"35g20, 35k52",1
antibiotic,2
drug allergy,2
pulmonary and respiratory medicine,5
in vitro test,1
chemistry (miscellaneous),1
computer science (miscellaneous),3
televisió,1
representació de l’espai,1
identitat,2
imatge de ciutat,1
reproducció humana,1
sex factors in disease,1
