,Counter
[ sdv.spee ] life sciences [q-bio]/santé publique et épidémiologie,22
mesh: time factors,1
health care policy,4
psychiatry,12
epidemiological methods,5
retirement [mesh],1
social class [mesh],2
female [mesh],11
middle aged [mesh],9
non-clinical medicine,6
alcohol,7
male [mesh],11
life course epidemiology,2
mesh: longitudinal studies,1
france [mesh],2
mesh: middle aged,14
mesh: alcohol drinking,2
sex distribution [mesh],2
sexual and gender issues,1
epidemiology of aging,2
"risk-factors, drinking, adults, population, trajectories, predictors, mortality, midlife, gender, trends",1
mesh: social class,2
socioeconomic aspects of health,6
mesh: france,3
mesh: retirement,2
longitudinal studies [mesh],1
substance abuse,4
humans [mesh],12
social epidemiology,5
mesh: sex distribution,2
clinical research design,21
lifecourse epidemiology,4
organism development,3
alcohol drinking [mesh],2
physiological processes,15
216 materials engineering,42
general [bl lacertae objects],12
general [quasars],12
seyfert [galaxies],2
1171 geosciences,20
mathematics - optimization and control,23
mathematics - spectral theory,9
"management, monitoring, policy and law",13
bone mineral density,1
lean mass,1
twin studies,2
fat mass,1
genetic correlation,2
neurosciences,2
case reports,1
neurology. diseases of the nervous system,15
ataxia,1
rc346-429,15
olivary nuclei,1
diseases of the musculoskeletal system,2
rc925-935,2
palatal tremor,1
positron emission tomography,6
medical sciences,2
erratum,2
jel:j42,1
non-wage benefits; labor turnover; labor attachment; russia,1
jel:j63,3
"non-wage benefits, labor turnover, labor attachment, russia",1
jel:j33,2
jel:m52,2
jel:j32,1
jel:p31,2
"algebra, set theory, and graph theory",1
electrodes,1
electric impedance imaging,1
polynomials,1
polynomial collocation,1
electrode positions,1
"65n21, 35r30, 35r60, 60h15",1
contact resistances,1
body shape,2
electrical instruments and techniques,1
contact resistance,1
electrical impedance tomography,4
internal conductivity,1
admixture,2
discoveries,4
ovis aries,3
early pastoralism,1
peopling pattern,1
nomadic society,1
62m10,1
"30f45, 30l99, 46t05, 30c80",1
privacy,3
"94a05, 51e12, 05b25",1
communication,4
finite geometry,1
cell biology/cell signaling,3
rc581-607,13
immunology/innate immunity,1
biotechnology/protein chemistry and proteomics,1
immunologic diseases. allergy,13
biochemistry/bioinformatics,2
immunology/immunity to infections,1
infectious diseases/viral infections,1
qb,12
mismatch negativity,2
experimental and cognitive psychology,14
music,13
emotion,6
attention,12
p3b,1
p3a,1
community it,1
non-profit community,1
infrastructure,1
lay participatory design,1
in situ systems design,1
in-situ design,1
participatory design,1
systems design,1
dog breeding,1
user-designer,1
non-it-professional,1
35r30,14
35r01,1
reproductive and urinary physiology,9
cancer genetics and epigenetics,1
fancm,2
survival,6
radiotherapy,1
dna repair,6
quasiconformal mappings,1
30c65,5
51m10,1
triangular ratio metric,1
"51m10, 30c65",2
distance ratio metric,1
visual angle metric,1
bilipschitz condition,1
[phys.astr.co]physics [physics]/astrophysics [astro-ph]/cosmology and extra-galactic astrophysics [astro-ph.co],15
[sdu.astr.co]sciences of the universe [physics]/astrophysics [astro-ph]/cosmology and extra-galactic astrophysics [astro-ph.co],11
[sdu.astr.co] sciences of the universe/astrophysics/cosmology and extra-galactic astrophysics,6
cosmic microwave background ; cosmology: observations ; space vehicles: instruments,1
cosmology: observations,3
[phys.astr.co] physics/astrophysics/cosmology and extra-galactic astrophysics,8
molecular cell biology,47
sensory physiology,2
physiological ecology,3
ocular system,5
chemical biology,5
sensory systems,27
animal physiology,5
cardiovascular system,23
cardiovascular diseases,18
condensed matter::strongly correlated electrons,38
condensed matter::mesoscopic systems and quantum hall effect,59
"[ sdv.ee ] life sciences [q-bio]/ecology, environment",1
breeding success,1
global location sensor (gls),1
return rates,1
"[sdv.ee]life sciences [q-bio]/ecology, environment",2
research impacts,1
tracking methods,1
geologger,1
waders,1
genetics(clinical),74
microsatellite,6
pungitius pungitius,6
investigations,10
genetic variation,3
linkage disequilibrium,4
computer science - multimedia,2
"tetramethylammonium ethyl 2,7-bis{[(4-nitrophenyl)carbamoyl]amino}octahydronaphthalene-4a(2h)-carboxylate nitrate",1
computer science::networking and internet architecture,7
multi-assembly,1
directed acyclic graph,1
network flow,1
min-cost circulation,1
proceedings,8
minimum path cover,1
rna-seq,14
cellular stress responses,8
computer science - systems and control,10
radiation,6
coronary artery disease,3
atherosclerosis,10
basic science,1
cardiovascular death,1
sphingomyelin,1
lipidomics,4
low-density lipoprotein,2
data_codingandinformationtheory,33
physics::instrumentation and detectors,17
metals and alloys,12
diblock copolymer,2
x-ray-scattering,1
ceramics and composites,10
oscillatory shear-flow,3
2 length scales,3
dodecylbenzenesulfonic acid,1
hairy-rod supramolecules,1
polyelectrolyte-surfactant complexes,1
soft materials,2
materials chemistry,26
comb-shaped supramolecules,2
coil block-copolymers,2
hexamethyldisilazane,1
3d analysis,1
segmentation,3
217 medical engineering,8
dnase-seq,6
bone morphogenetic protein,7
ngs,9
[math.math-dg]mathematics [math]/differential geometry [math.dg],2
[math.math-mg]mathematics [math]/metric geometry [math.mg],1
[ math.math-mg ] mathematics [math]/metric geometry [math.mg],1
[ math.math-dg ] mathematics [math]/differential geometry [math.dg],2
51f99-53b99,1
sudden death,1
cardiac epidemiology,2
1683,3
temperature,6
weather,4
1692,15
cold spell,2
sudden cardiac death,2
1506,35
[phys.hphe] physics/high energy physics - phenomenology,1
robotics,1
molecular devices,1
dna nanotechnology,4
mechanical movement,1
self-assembly,7
dna origami,4
self-organized membrane,1
surface functionalization,2
colloid and surface chemistry,4
glucose oxidase,1
hydorphobin,1
"hormones, hormone substitutes, and hormone antagonists",9
[ sde ] environmental sciences,3
red fox,1
raptor,1
mesopredator suppression,1
intraguild predation,1
pine marten,1
rna sequencing,5
computational biology and bioinformatics,1
corrigenda,2
data descriptor,4
genética,2
malformações,1
agenesia,1
pharmacology (medical),7
ddc:550,6
electron-phonon coupling,1
titanium,2
shot noise thermometry,2
electronic kapitza conductance,1
materials science(all),30
thermal relaxation,1
thermal contact,1
kapitza resistance,1
ischaemic heart disease,1
occupational health,4
stroke,7
sick leave,6
cohort studies,17
disability pension,2
empirische pädagogik und pädagogische psychologie,2
ddc:150,2
ddc:370,4
"primary 28a75, secondary 42a61, 28a80",1
eigenvalues,3
[math.math-na]mathematics [math]/numerical analysis [math.na],5
singular perturbation,2
plasmonics,4
sign-changing coeffi-cients,1
asymptotics,1
negative materials,2
metamaterial,2
small inclusion,1
smear-ii,1
ice,1
variability,3
simulation models,2
klimaatverandering,2
climatic change,2
maïs,2
uncertainty,5
maize,2
climate adaptation,2
ethiopië,2
onzekerheid,2
simulatiemodellen,2
ethiopia,2
klimaatadaptatie,2
zea mays,2
general environmental science,38
alternative splicing,7
gdnf,3
neurodegeneration,6
tyrosine hydroxylase,1
neurotrophic factors,2
urogenital system,12
animal diseases,13
splice variant,1
dopamine,8
galacto-oligosaccharides,2
fluids and secretions,9
infant,6
gut microbiota,2
intestinal microbiota,2
fecal microbiota,2
placebo-controlled trial,3
immunoglobulin-e,2
microbiota diversity,1
eczema,1
primary prevention,2
gastrointestinal-tract,5
phylogenetic microarray,2
molecular analysis,2
double-blind,2
"bayesianische statistik, biomedizinische bildgebung, inverse probleme, sparsity, computertomographie, elektroenzephalographie, magnetoenzephalographie",1
bayesian inference; biomedical imaging; inverse problems; sparsity; computed tomography; electroencephalography; magnetoencephalography,1
ddc:510,2
selfadjoint relation,1
inertia,1
ordering,2
numerical analysis,10
monotone matrix functions,1
astrophysics - earth and planetary astrophysics,22
"65m55, 35q85, 92c55",2
foxp3,4
rna sequencing (rna-seq),4
proteomics,17
regulatory t cells,4
tgf-β,4
t cell differentiation,4
treg,4
itreg,4
data integration,6
42b20,10
3112 neurosciences,27
research articles,34
population genetics,16
genetic association studies,7
diabetic endocrinology,7
genetic polymorphism,6
energy metabolism,5
graphene,12
ta1184,2
ta3111,1
forest bioeconomy,1
decision support,1
indicators,1
sustainability,3
impact assessment,1
genome,5
noet,1
nod factor,1
mass spectrometry,5
conjugative plasmid,1
neorhizobium galegae,2
orthologs,1
single photon generation,1
superconducting resonator,1
superconducting qubit,1
transmon,1
computer science::emerging technologies,13
sleep,9
clinical psychology,7
sleep disorders,4
disability,2
depression,9
"49q10, 49n60, 74g40",1
physics - physics and society,25
cellbio,1
neuroscience(all),8
signaling,3
molneuro,2
adhd,2
nicotine dependence,2
smoking quantity,1
smoking behavior,2
genome-wide association analysis,1
organic papers,6
enzyme regulation,3
trypanosoma,1
enzyme structure,3
chagas disease,1
neglected tropical diseases,1
parastic protozoans,1
protozoology,1
"35q, 78a",1
physics::classical physics,9
physics::popular physics,4
induced interaction,1
bose-fermi mixture,1
anderson-bogoliubov phonon,1
beliaev theory,1
grpa,1
collective mode,2
gastrointestinal infections,2
burkina faso,2
"gastrointestinal infections,burden,burkina faso,burden",1
burden,1
general earth and planetary sciences,14
nanoparticle bioconjugate,1
nanoparticle protein corona,1
immunoassay interference,1
time-resolved fluoroimmunoassay,1
sandwich-type immunoassay,1
gap junctions,1
neurosciences. biological psychiatry. neuropsychiatry,17
rc321-571,17
excitatory gaba,1
synchrony,1
neural network,1
microelectrode array,5
stem cell derived neurons,1
human pluripotent stem cells,2
calcium imaging,2
migraine,4
genètica,1
migranya,1
[ sdv.bid.evo ] life sciences [q-bio]/biodiversity/populations and evolution [q-bio.pe],1
[sdv.bid.evo]life sciences [q-bio]/biodiversity/populations and evolution [q-bio.pe],2
quantitative biology - populations and evolution,5
adaptive dynamics,2
evolutionary singular,1
chemostat,1
[ math.math-pr ] mathematics [math]/probability [math.pr],2
growth-fragmentation model,1
survival probability,1
invasion fitness,1
[math.math-pr]mathematics [math]/probability [math.pr],2
strategy,2
individual-based model,1
eigenvalue,1
quantitative biology::populations and evolution,4
quantitative biology::cell behavior,2
"ko, knockout",1
"tg, transgenic",1
"tpa, 12-o-tetradecanoylphorbol-13-acetate",1
"nmsc, non-melanoma skin cancer",1
"cscc, cutaneous squamous cell carcinoma",1
"il, interleukin",2
"k14, keratin 14",1
"wt, wild type",1
"vegf, vascular endothelial growth factor",1
"ifn, interferon",1
"ln, lymph node",1
"dmba, 7,12-dimethylbenz[a]anthracene",1
"vegfr, vascular endothelial growth factor receptor",1
"tgf, transforming growth factor",1
"tnf, tumor necrosis factor",1
apparent competition,1
priming,2
podosphaera plantaginis,1
within-host competition,1
evolution of virulence,1
co-evolution,1
induced defenses,1
mathematics - general topology,5
"54a25, 54d70, 91a44, 46b26, 03e60",1
statistics - computation,33
eco-evolutionary dynamics,5
host?parasite interaction,4
cyanophages,2
biology (whole organism),3
nodularia sp.,1
200,1
marine nitrogen cycle,2
70,6
host–parasite interaction,5
60,4
"54e35, 28a80, 53c35, 22e25",1
mouse macrophages,1
pro-inflammatory cytokines,1
apoptosis,10
dentistry (miscellaneous),2
peptidoglycan-associated lipoprotein,1
"65n21, 35r30, 35j25",1
94c05 (35j25 35r30 65n21 94a08),1
urologic and male genital diseases,12
research report,5
titin,2
nebulin,1
array comparative genomic hybridisation (acgh),1
nmd-cgh,1
copy number variation (cnv),1
neb,1
nm-cgh,1
ttn,2
last years of life,1
long-term care,3
time trend,1
use and costs,1
leerstoelgroep bestuurskunde,1
"technology, industry, and agriculture",25
"computer science - computational engineering, finance, and science",7
quantitative biology - genomics,9
digestive system,9
gastrointestinal tract,2
molecular biology assays and analysis techniques,6
anaerobic bacteria,1
amino acid analysis,1
genetic loci,9
genomic databases,4
genome analysis,16
molecular biology techniques,22
database and informatics methods,12
biological databases,6
genome annotation,1
signal transduction,23
cell signaling,8
genomic signal processing,1
repressor binding dynamics,1
free rna polymerase,1
rate-limiting steps,1
full papers,8
reversible closed complex formation,1
in vivo transcription dynamics,1
spatial?interpolation,1
